date,useruuid,admin2,distance_travelled,number_of_pois,radius_of_gyration,time_at_home,latitude,longitude,time_coverage,urban,poverty
02/01,435bff385b4c0efc0c4323995dcbcfe5bef0bbac8e74344645a2e671b72cbdbe,CIV.1.,2.47,1,0,924,5.35191,-3.97976,18615,1,8
02/01,4367d252fddf2f8c78b3d37e7992fbc6265c412b07cf3a905c9ed4d42829de0f,CIV.1.,6.246,3,0.226,70202,5.34166,-3.96963,80878,1,8
02/01,43992315c9a0229b6e457271f01ffb87b130b49180435fb1c0da1b49c31aad94,-1,114.559,0,-1,-1,,,34876,-1,-1
02/01,43a515d0461114808372aa2e195e152dd3d1ef83a03cab9128479429c95b8234,-1,2.051,0,-1,-1,,,33507,-1,-1
02/01,445976a4523b66e68ac38f637d9e764eeab4afd553e1d6c6c87e523ada9a909d,CIV.11.,130.913,2,4.403,10143,7.67382,-5.06451,458255,1,8
02/01,4595eaaf74078006dc53ef0d6f127be3e3d34f7464c2112639a43b083c6d6ce1,CIV.1.,14.967,1,0,842,5.34796,-4.02825,72318,1,8
02/01,45a0079a40a0716884e3858a3df867fd088886ad87d0dd2d257a3dc87b6fa53e,-1,52.46,0,-1,-1,,,131901,-1,-1
02/01,45f021bde6808071e0c48e150815d6463ee1e93a1e985c0cd64594b887ad33ef,-1,3.626,0,-1,-1,,,43225,-1,-1
02/01,468533d4949e17d34646672bfedd859362b1ceb693fa4ef136a2f531da66654a,CIV.14.,31.054,2,0.835,5684,8.04368,-2.79193,145568,1,8
02/01,46edb9283475b068ab0965da3c8a2afc6f011858a6169e60109e47fae6f9388d,CIV.1.,8.32,1,0,31298,5.38836,-4.00736,74320,1,8
02/01,471456348dd675146c4eab7b59dadf8aec11a4a658f282cd8764597ea118c35f,-1,0,0,-1,-1,,,0,-1,-1
02/01,4770320e066af78a885ebd288c8bf670cb83b9d63511a2368de64139ca6ae3ab,CIV.7.,180.592,3,6.12,4912,5.6817,-4.52166,46780,0,7
02/01,480110b642063f1b04b5b3bbfb422da52da542e2bbbec5edb62833648466894e,-1,0,0,-1,-1,,,0,-1,-1
02/01,483b91c2462d8e9a6a44b720544db6163041267a1b4c91f6421010102a72c933,CIV.6.,0,1,-1,71825,7.10165,-5.2337,71825,0,6
02/01,485b196cd4d386e0c0c7f65d266524f33bd46a69d14feb10dcd1b73f96c905bb,CIV.1.,2.695,1,0,10524,5.39136,-3.99221,10527,1,8
02/01,48df76a8aad43dc87643922c7b9f9951bee2ddbbf8684c40e42942ca8e5142e3,CIV.1.,147.925,2,4.386,16130,5.35858,-3.97156,46633,1,8
02/01,48e2111a811032719ff758ad2118f9638baab78efb467d1c8e748e682bd09715,CIV.3.,0.556,2,0.047,29441,5.15347,-3.4306,43561,0,6
02/01,490b87bb29d2c6706921efb3783f7a5284e071322faba55e511d3a19c1ae38f4,CIV.1.,0.487,1,0,18299,5.32814,-4.02197,23560,1,8
02/01,494697efc551b39a93ef41399a8abf3ed69aafc7388ae53a69074175a0ae6fa7,CIV.1.,3.725,1,0,9463,5.34918,-4.00614,14445,1,8
02/01,498c1d4ef65893a2e4c35b0e0092c84c521cbd1fea8ede71d5c604fad7eba353,-1,0,0,-1,-1,,,0,-1,-1
02/01,4a35110cdacd705a997ebc452acd0bc7247eb04084e1bb9ec7e422360f6921ab,CIV.1.,0.128,1,-1,111701,5.33169,-3.94389,111701,1,8
02/01,4a7513f351dad030ac02b06d45c505aeb94f0fe505340ee0a75d5f3ee886d035,CIV.13.,23.321,4,2.2,28664,6.84471,-5.25457,65444,1,7
02/01,4b4a291ad1b0a32337d3b64f2d3dd2f25ff4ea16a94c20047c914f95a78e07d0,CIV.1.,1.633,1,0,14940,5.3465,-4.09367,14940,1,8
02/01,4b89632fea14056a575d82b7fab6ae35cddfe175e223742d91ef7366dd68831f,-1,14.41,0,-1,-1,,,117302,-1,-1
02/01,4b939acf6ff236a8afe3bf6df47ff3d1f8713b1e14cc58ec0e75682a82fa04d5,CIV.1.,3.204,2,0.18,25008,5.28709,-3.96669,72604,1,8
02/01,4c0d0920148da5a4084fb078046e32b523d020c88e99320b275b3c9726b1e1ea,CIV.11.,32.969,2,5.1,65383,9.07719,-5.1597,85813,1,6
02/01,4c9b5bae30d60f82e66cd9598612def4f089abef98feb09e5bae070ed3499134,CIV.1.,112.029,7,6.163,24960,5.34407,-3.94673,99551,1,8
02/01,4cb75f94c788049ecfd00281a730b6f7a03b7af4e67d4e27edf42e3ed2976b46,CIV.1.,38.592,1,0,80075,5.29266,-3.94958,94005,1,8
02/01,4d3b79e7a37580a762ad1ba8163b5b0fe311fdd5f1d851787174c79387b7c080,CIV.1.,18.075,1,0,4897,5.32363,-4.01665,12737,1,8
02/01,4ddc2473f7cd4a2a8cf02a58dcce4a08fc8b31b5e2f998de29e034efaf23911e,CIV.1.,0,1,-1,22865,5.311,-4.08791,22865,1,8
02/01,4dffee5032d63d49a7abfc26d134fcca6126bbae8fe3252d66dbb4488dec71cc,CIV.1.,2.469,1,0,10507,5.31041,-3.94974,245982,1,8
02/01,4e89498089bb31f4e637259597bafef733ae7273f9b009c094989589a4468823,CIV.1.,0,1,-1,79475,5.39703,-3.98254,79475,1,8
02/01,4f0284046dd6e95dc3fbaee145bbbce03d1196862a66263653ada1332ac8b2e4,CIV.1.,65.025,2,5.313,68477,5.30365,-3.96057,124778,1,8
02/01,4f192e4704842d504f7f1215b9f64d8439c47cacd23084101af31d22a0067b5e,CIV.3.,13.126,2,1.222,109603,5.15195,-3.39283,148108,0,6
02/01,4f9a54be38b41ec18ffd1db840a6f3d4f4016f3fcc01f8e53e48fa2f883b9e1b,CIV.1.,17.395,1,0,5782,5.36681,-3.93195,23271,1,8
02/01,4fb2649f89b53e8a9d7a7b6e9fa5c639842ddf1fb6ce9d20fcfcd62982a00481,-1,0,0,-1,-1,,,0,-1,-1
02/01,50821dab6e52c56d5e838020862966900841097dacb1ff833999b3d5dd320816,CIV.1.,12.418,2,5.615,23882,5.35858,-3.99353,32426,1,8
02/01,50be62ff81d75606f590274bdaf274facf41b5eb96de9f2370ea5c4b4960d4e9,CIV.1.,137.888,2,0.389,12307,5.3106,-3.99375,112024,1,8
02/01,512448982cedf3827f46649d77c21354eeadcb40f3e5ee247d30cb53858c1b9c,-1,0,0,-1,-1,,,0,-1,-1
02/01,5220daa4b4285886051b87873ae3b8806e99ce65f78b308e2865c531a2bb0433,CIV.1.,0.443,3,0.234,52254,5.42999,-4.00452,55742,1,8
02/01,52413e608c0ea6d8dcca522807038eca63780e176810f1d671ca60d93851dee6,CIV.1.,61.934,4,2.067,29656,5.28168,-3.97156,58072,1,8
02/01,529fb7e4f14441c1e0826dabfee0605effa9461b9374146998b3f7178367fff0,CIV.1.,16.886,3,3.415,30913,5.30914,-3.96057,66771,1,8
02/01,52ab3c22ec26f896d03bd490fb52e608dac62e040ca0d09c9a7948789b19d1af,CIV.1.,0,1,-1,71103,5.36407,-3.97156,71103,1,8
02/01,52f4fcf566060d827371c8d7dd8edff5749b92bebd0aae3ae8f09e9eaa306f3c,CIV.1.,22.626,1,0,7237,5.25474,-3.91063,12881,1,8
02/01,52fb7df0c4d514ca2c4f2fdabf3ab41562aba5253a008c95b9853db058a1fb8d,CIV.1.,0.426,1,0,986,5.44085,-4.00878,50246,1,8
02/01,541f84017c99ccd95562485fa156ad51bbff76fb456e6120714b5364b724b56c,CIV.1.,0,1,-1,11488,5.33384,-4.0597,11488,1,8
02/01,543235494d8c47aaf8d0b7c9b608463ae9029955445173ea275ea4eb8e989fdb,CIV.1.,0.008,1,-1,34933,5.37968,-3.9944,34933,1,8
02/01,5462fb2c2634e5f74d5b169ce2560b0e93ba158641621043beaac7b224ccc11a,-1,0.751,0,-1,-1,,,9995,-1,-1
02/01,549dc7b745031b4b0043690bfd09086c57754dae3b75985dc7064e04b95d2d97,CIV.1.,12.449,2,0.258,8615,5.33033,-4.10229,57071,1,8
02/01,54a16e524370d2787eb9bc6ed4dd383a2f1321665a9cc573dce0cdcc4a056cf1,CIV.7.,4.211,2,0.229,88632,5.31132,-4.37562,117521,1,7
02/01,54a858049534db78522aacb0113689ed680fb64d85b6691d6db8ab58d53912b0,-1,0,0,-1,-1,,,0,-1,-1
02/01,54b11c98f3a452b1f72ae39885b0c84c58f1915eb996fffa762d71cf2c4908e5,CIV.1.,20.608,2,3.105,34754,5.35858,-4.02649,48365,1,8
02/01,561c3664dbab910a8925ab0857b956f0c526a71c91a2ff2719568187eac2b448,CIV.1.,40.271,3,3.729,45099,5.40253,-3.98254,62197,1,8
02/01,562be265c3413b8794ae6dca0225615f063051253033b449f193abf781cdc609,-1,8.317,0,-1,-1,,,360,-1,-1
02/01,563ed979e6828a8597cbcc7e550a17f018f9fe5b49b8a957347bb00cacce62b1,-1,3.08,0,-1,-1,,,79838,-1,-1
02/01,5644d733e0063bc7a7495e43e455bb67f38483a5fe2fb86a3abd6acd112da8cb,CIV.1.,0.103,1,0,31519,5.2662,-4.01004,31519,1,8
02/01,565acda9b05d07ff7dce9db42a73ef718391ec363dac089e9b3b46964859ed14,CIV.1.,0,1,-1,36959,5.30914,-3.98254,36959,1,8
02/01,567eba0485dcaa711c9d1cb9092c3e81c75663a98d8f8ced24fab9bacecad12a,CIV.1.,0,1,-1,157836,5.31836,-4.06497,157836,1,8
02/01,5690d5286fd0a2347c9eca464527285182582b21c60b769f2b27ef7ae4a12d87,CIV.8.,50.891,3,1.349,21175,6.89095,-8.1204,52479,0,7
02/01,56c1989bc5d80f17b8266003f5e2d57f9f797c95c704c4ceb2a0c35a551900a1,CIV.1.,0.928,2,0.459,2923,5.2583,-3.93662,4384,1,8
02/01,56c9e5d4597e037936e17860d0f1ab0b31e573d3efc167ab6cb560f9acded5d4,-1,41.323,0,-1,-1,,,77147,-1,-1
02/01,56f5918892243e5e7b5414801e4e38248f717b83ffff8544cbbca4fcbd3f1fd6,CIV.2.,1.8,1,0,90422,5.78814,-6.59893,97710,1,8
02/01,57c6f104b5436cf9d9cd5f7801328efb2d3660017b581df6ed8811b2ee37569e,-1,8.699,0,-1,-1,,,36905,-1,-1
02/01,57dc7b9de1d37e1601cda67dd87f48837911b4da9a62a52d4a4557957c3489fb,CIV.1.,32.578,2,6.779,14518,5.36107,-3.97594,30179,1,8
02/01,58481fd7272b86c70f86f6abafcad8557dbfd919db8cce24fafcab9f43cb7788,CIV.1.,12.898,1,0,33663,5.34333,-4.02751,80888,1,8
02/01,586bed5120dde7e7286ad16b2e2dedeb1d325b774518062ddd581d8a1330c966,-1,8.79,0,-1,-1,,,58703,-1,-1
02/01,58878303d05d2c65d846846ac3cb94a9ec46d5eb91047b12f7c8b982896bcf1c,CIV.1.,27.213,1,0,36618,5.35309,-4.10339,40069,1,8
02/01,5909a590131fe45e6e9c328e112b5b2dd78e96119f70f02847f82adac54de118,CIV.1.,13.425,1,0,55009,5.40802,-3.98254,56306,1,8
02/01,594d399edaf16856de201747a2bca77b9a420afd5f1ddc1a9d4bdf8baaf043dd,CIV.1.,21.58,4,2.214,32428,5.31464,-3.99353,59460,1,8
02/01,596771e248252e19af790aed73e5c95485be3871e63ebf7c3f3da85ab248449f,CIV.1.,54.967,3,3.623,1295,5.33942,-4.00364,24026,1,8
02/01,59b26a0b23841b9a94bfe30da12055810fa1783587f9f7678a93545808e4831b,CIV.1.,5.506,1,0,4958,5.36193,-3.96396,6364,1,8
02/01,5a28b6e24b4d382b9ac4567264ecf7980ed42e1d7e620ea5baa63a1fa6cc16c9,CIV.1.,21.892,2,3.409,84600,5.3476,-3.96057,104700,1,8
02/01,5aa0065f1ab1e8b348faa676f7d4cc7ea84270262b6ba84396dff222e7c647ed,CIV.1.,0.346,1,-1,3668,5.37829,-3.96978,3668,1,8
02/01,5b802964a49cf7309c6095a722820159a3a1faea70bbba80f6ffeb29adb65b60,CIV.1.,7.891,1,0,662,5.31181,-3.96313,35873,1,8
02/01,5bdb2d8d4eec3779de6d76c0f220d87ac9221ddfaad1269fc85d38488722804b,-1,0,0,-1,-1,,,0,-1,-1
02/01,5c1d1cdab44b28bfa3fefaee6b90986338cccd1bb6624ae20fbcec20a46df3d7,CIV.9.,6.977,2,0.522,28800,6.86295,-6.44154,71730,1,7
02/01,5c5de822f1a50e745ea8b4a1c0a3f23cca5a6a95fd7d812b0785e708553870b6,CIV.1.,724.621,3,8.155,26299,5.26277,-3.94642,59528,1,8
02/01,5c6387e7c8c36b3b0cd7b402ba71d04a957c8960df286519cf4f12dbf1feb1d3,CIV.1.,0,1,-1,77415,5.3476,-3.98254,77415,1,8
02/01,5c65005c9e7a94279730792bde9cb94797985a6119cc746f1f67ef47ab22ed0c,-1,0,0,-1,-1,,,0,-1,-1
02/01,5cb1ad30c8fa358b70387e5c71585a46be39743aa742100b6db8c62a415eb7fc,CIV.1.,7.61,1,0,57314,5.40517,-3.96535,57314,1,8
02/01,5cd48cf0f3e06c1d26176e89ee99248c262164ca34368548739c54f7e83fb3ff,-1,2.071,0,-1,-1,,,107096,-1,-1
02/01,5d2175c5081b6a1e82f483406d06462428c4d25b8671b000b37512a2ad1b3e5b,-1,4.012,0,-1,-1,,,6763,-1,-1
02/01,5d30cc95bc4b4208a4e0a85e3b10ece24dcb7a61613dae5b3cb2abc38f8b418e,CIV.1.,5.566,2,1.908,77474,5.39154,-3.99353,80984,1,8
02/01,5d4cfa80d7abb1c7749ca308da3e4175e66e45c8ab396e76433127af617e6b35,CIV.1.,3.375,4,0.606,9046,5.2949,-3.95612,17369,1,8
02/01,5d8cfcb061b0ccf99591b5ac7414068cd77f47df0badbeb48ee475331d97d8db,CIV.1.,20.075,2,2.776,2938,5.34025,-4.07804,17512,1,8
02/01,5e464c3e8b6fa8589f8f4a638a591305296af9791680d3fe569ad91b135b79e7,CIV.1.,46.009,2,0.072,3083,5.32639,-4.04964,85899,1,8
02/01,5e4abd517289f73e0c83b9938ca42d5ddae69ad25e159e90ed87b4a5594e6a53,-1,11.402,0,-1,-1,,,33490,-1,-1
02/01,5e62c14e00671dab756ba58cedcd6dc250217ed09d380905b23c4c9723e2f006,CIV.1.,0.481,1,0,25099,5.30914,-3.99353,66478,1,8
02/01,5e94d5f2e6d83fad7f06598546716348ab23f0eff8a4b9ff77218062a97f5ebd,CIV.1.,98.91,3,11.834,4362,5.43108,-3.99119,90926,1,8
02/01,5ec11bbfeb8fed482b61c02c07b72bc37d30cfe110d627790666cfeac56cb83a,-1,76.767,0,-1,-1,,,176415,-1,-1
02/01,5eff8747c76c65529ff9b073e1a03647ed08779cd081513bcb7713264f4a9b49,-1,18.831,0,-1,-1,,,107143,-1,-1
02/01,5f53f46332deaa8429ec66dba7ea009bffe5322ae2f196804d558e4a6266fd8b,CIV.8.,15.208,4,2.474,21885,7.41923,-7.56767,33846,1,8
02/01,5f5e0a55f39d8019bae8abe89b5facf4ab206565ac6f76dbda5b472bba20d1da,CIV.2.,332.707,2,0.253,25087,5.78464,-6.59185,65565,1,8
02/01,5f6cc3d9597a74a430919ec32fa635fe06c3ec05125d7ee0bb5f5c9fa5f10f8c,-1,1.026,0,-1,-1,,,52366,-1,-1
02/01,5fa737ae473096ce1caf6cc734c3b9be78e21d6c2dccac1207082a9d81a26f44,CIV.1.,2.879,1,0,42154,5.26804,-3.98668,72282,1,8
02/01,5fba06797dd7027e45e7c67aa780853d39eddefc9ae5da8469279e335dfff7ae,CIV.1.,5.198,1,0,15570,5.31484,-4.09442,21506,1,8
02/01,5fcc3204c0d1ec183d585993f792b460e79d57c19b3585b06800c0f2fb197562,-1,126.548,0,-1,-1,,,6396,-1,-1
02/01,600c347a349fff5b2c2ad0d0315fa20ccea1750de18f6c02b4750d9bea6d540f,CIV.1.,17.349,2,5.455,24581,5.32831,-4.02885,83075,1,8
02/01,60978cef121ead58fd291b1eeff6c9f0e9113de52510a1f0ae6105bdfc113eb7,CIV.1.,9.082,1,0,61076,5.3476,-4.07043,63548,1,8
02/01,626e9a9ada20b7814963716d97ce6cf23c12efbc59e4fcdeab2fc98da529c0ea,CIV.1.,0,1,-1,77460,5.36957,-3.98254,77460,1,8
02/01,635716473a21311b6295131820d8fb488591869763c93d935c53ceefc5a7a73c,CIV.1.,1.676,1,0,8844,5.3931,-3.99086,8844,1,8
02/01,6432bb64367093e16c284a21d69345efcf940c82d0a1715fb6a96f213e61d243,CIV.2.,0.287,1,0,867,4.75063,-7.39268,867,0,6
02/01,6441e19704c4f59f89f69f43d525ec784edb09dd51b7099d4899f3f9a28e3a7b,CIV.1.,14.589,2,0.861,8629,5.34386,-3.97979,56505,1,8
02/01,6457296ff3c714e6fc76e3e5dd95b75b7df1ce60372f2419ea22af9a46cb08f9,CIV.13.,19.214,1,0,15788,6.81723,-5.24727,118984,1,7
02/01,6487cb8d4eeab981eddc331694fb91a2a40d3b3c879baff308779a29a0d9db8c,CIV.14.,0,1,-1,39885,7.98973,-3.06648,39885,1,6
02/01,6492183f261134ebafc4928be45058f963911a06e1b3caa7e5ebe6b798c46749,CIV.1.,24.4,1,0,43773,5.34036,-3.85668,58138,0,7
02/01,64ae50315e6550ef37436a12d60259d9a8e51d2030d00c2fc2509117757cd892,-1,10.485,0,-1,-1,,,3559,-1,-1
02/01,65652564dc4b415ae1b09c4eaf1b26990c757c9b3d50ab22727487080d3ce78d,-1,0.387,0,-1,-1,,,910,-1,-1
02/01,65ac7ce99850221585d341ced55811829f9d4aa54d7805a5cd6a67b2246f28a1,CIV.1.,0.23,1,0,22375,5.33198,-4.07034,22375,1,8
02/01,65bebea56a6fc4438a227ba0da6c20cb2420a694d573eab244a2472f09668483,-1,0,0,-1,-1,,,0,-1,-1
02/01,65c82c8b1dd6d10ba207eae8d05dfe6fed7b517e21aeaf9b5eb95d2a413fda63,CIV.1.,52.719,1,0,4532,5.39662,-4.00452,33064,1,8
02/01,6614a5a16ed39ec2c805a598dbea7ce420c75d0ff1665a77175609ae648bf538,CIV.1.,9.725,1,0,27435,5.30365,-3.99353,33922,1,8
02/01,66f0c9f986f955fd006c53978ad6b8e8e15c2c620ff9be2b3450f69bf208c2b3,-1,34.434,0,-1,-1,,,45931,-1,-1
02/01,67bfacde5d62bc7fe46927d687e81254fc70998cadeb0de38960de44946b24d1,CIV.1.,2.581,1,0,8740,5.3476,-3.97156,11433,1,8
02/01,68238500094230f886b9f5896523e203df6decc54605377724d12c823c95b02e,CIV.1.,8.728,3,3.425,37606,5.32562,-3.96057,58291,1,8
02/01,6839914b979e36af0f7ee5bbe9d0375cf751b42b72522f5642579e89a6210ff8,-1,0,0,-1,-1,,,0,-1,-1
02/01,68a4af26ee64aff247cc90d2c01fc17bf4ee73a4caf9db285342c1913821981b,-1,0,0,-1,-1,,,0,-1,-1
02/01,68cd4b89170aeddaa35bf9b511161d492e2b988d279636cc59c15a62f1772c57,CIV.1.,40.415,3,7.1,28728,5.32013,-4.0155,49808,1,8
02/01,691efd7d73bd0191857f6c807550b105249e29e959040225a790fed2edd63be2,CIV.1.,22.371,1,0,834,5.25997,-3.9691,9288,1,8
02/01,69be15321dbbd8374006ebb5e051feb0db81e68db11b0dbb98b3bab24e41040e,CIV.1.,1.6,1,0,2333,5.5014,-4.04846,21813,1,8
02/01,69eb76ab21cfb83b81fc7ca59c1130e398d00b449cd6d77873ba774ba3bd2fca,CIV.1.,0,1,-1,1868,5.4032,-3.99133,1868,1,8
02/01,6abdc027637368c46a770fc2d8784c0fcb016f8bea3f7e41c24d58a12d6b7a72,CIV.5.,0,1,-1,664,5.82106,-5.36651,664,1,7
02/01,6b13070bb208330e8afe7ed2b5533b43cc56cd82c9d9148bb4c5713b53f646b7,CIV.1.,31.808,2,2.241,65611,5.32562,-4.02649,93658,1,8
02/01,6b502e166cad3d1245f48cb026d6a5c4ffa939b9cb12e0223c33b48e09f47333,CIV.1.,58.281,2,0.061,14092,5.37981,-3.94735,55416,1,8
02/01,6b882d438097353ad96f8ffb8de818578efa71f92254552352d4a087847501b0,CIV.1.,20.302,1,0,4043,5.27773,-3.97238,41621,1,8
02/01,6c10443338d69a0f15c1f402ae05e9488d16876116b95652dfccc2f5c9e7b0d0,-1,99.71,0,-1,-1,,,68355,-1,-1
02/01,6c5dedd4ef73d2bb47c3d8a201c876f889d0b20ccc133303a8f0b148ad6d19de,CIV.1.,0.983,1,0,25560,5.34885,-4.02917,75890,1,8
02/01,6c77c7500052d4a95c5e789ebc606c5370d81412a22d0ae5b9d30110f8e88a28,CIV.1.,0.883,1,0,31599,5.38438,-3.97671,38285,1,8
02/01,6cf4a7b0da42f6b80a5af50e43bcae4fcbf937c4d5867d6d3cbcd34c52f6ffd7,CIV.1.,0.062,1,0,16922,5.36615,-3.96377,16922,1,8
02/01,6d24473a0b4ee83867f96d507ede646e41d1f9a354589eb1949a8c4bfe72f296,CIV.1.,4.155,1,0,97699,5.35208,-4.08734,144243,1,8
02/01,6d484d94e3026fa0c2bc731588a58de5c85349a02058f40afd449853d658ef8a,-1,21.262,0,-1,-1,,,87426,-1,-1
02/01,6d489f744ceea4c06b99bde0567d40aef7c0d0f73d8a2856d888f4be4eac5bcf,-1,0.795,0,-1,-1,,,5015,-1,-1
02/01,6d623dd4d50fa328376fd227404e3c457e78a3b080687a50a10ac3f41a8b425a,CIV.1.,0,1,-1,90708,5.36957,-3.9386,90708,1,8
02/01,6d90e00432f94f4af75515ae14405442c4d38daab85e720192a75558c68f4b79,-1,32.816,0,-1,-1,,,85788,-1,-1
02/01,6e3b0bb5c4b8750d05d978415acd810e30b71e1c31fa162c2cc8285fbdb146ac,-1,0.273,0,-1,-1,,,867,-1,-1
02/01,6eea57d0804d2949c66dc59675fb4d9a70148e827b6402a42e1b4f6050642458,-1,0.266,0,-1,-1,,,1298,-1,-1
02/01,6f12cdbe301df52b5952dc60245f6550270b477ce658df1d0cd40d23ad9d2c33,CIV.10.,0.126,1,0,53125,9.82254,-5.929,53125,1,5
02/01,6f7187bfeac3a9a8f6d2ea4e3bd24be40b283c428bfa1d82f39e10e3bb5cf119,CIV.1.,0.363,1,0,8282,5.24734,-3.91504,26687,1,8
02/01,701952c5f9e4d8fc33ca999b600443590d91c4f01ad3e7cc9bcda21731f95fa8,-1,0,0,-1,-1,,,0,-1,-1
02/01,7050d3ec778be559b8331efffba7050771ac9d89199afea8b9febdc7a3957958,-1,49.011,0,-1,-1,,,55305,-1,-1
02/01,7096e333fcd539f7b5c70d06533c1d93227dbdba88dd19480fdf6469f82da077,-1,2.653,0,-1,-1,,,1626,-1,-1
02/01,70a8eb49bcdd94e5062fa617777152bedd51f659a88a8a8b73dd012dd7ddbb0e,CIV.1.,36.915,1,0,65854,5.36398,-4.07492,79066,1,8
02/01,712ba7d8ed469d38f6bf1427afe083ee0b546026859a8ff2950e31be0a553ed7,CIV.1.,0.324,1,0,108941,5.30331,-3.9495,108941,1,8
02/01,71452f341bbe3a6f86193ca293989d423895cb78376757497ea4c2804fec17fe,CIV.1.,0,1,-1,9193,5.28717,-3.97156,9193,1,8
02/01,715a380f1bd259196b6289ecdc91bb1ff1f55c493a7e689fc4319a31ae8f0f1f,CIV.12.,10.265,2,0.22,17135,8.0567,-6.189,53707,1,7
02/01,71a7508b9bbaca28d0819e419b46b30a4857c63c429d42c32b5104f00ac75eb8,CIV.1.,10.209,2,1.7,3257,5.3921,-4.00156,17938,1,8
02/01,72363193d42c88ae214f428a4a4a3df45e363bbdae53e60047bbee512e448df4,CIV.1.,4.078,2,0.163,48548,5.30914,-4.00452,60476,1,8
02/01,726187e39f564ac95196d9896e7f1d9de6ef4e733f9d842aaed17c5f24ce651c,CIV.8.,14.875,4,1.243,6557,7.41302,-7.56409,53525,1,8
02/01,72f6c1a468da473963d98b3c5f8a5fffb38883bafb7f1998b30104b1091edbf5,CIV.1.,69.613,5,12.719,20888,5.3801,-3.90688,61188,1,8
02/01,736cfa11afc92c9ae7621535613e215fff8117d63f67ec0ffcf192cecb3c8c35,-1,3.661,0,-1,-1,,,78465,-1,-1
02/01,74419347d8a457334ba5d5d79076f8091d1735179d5134b2904187c5a533afae,CIV.1.,0,1,-1,134050,5.35309,-3.92761,134050,1,8
02/01,74ce5b49813215a499f6dfea5d304ec12fb52c9400eca87aa326f6b352e718b6,-1,97.279,0,-1,-1,,,13401,-1,-1
02/01,74cfc4d370c71cd962e660087516b712d179eb2b50cad5fddc998750167e14ef,CIV.1.,1.417,2,0.276,55401,5.30914,-3.99353,57323,1,8
02/01,758cf01f57cb591b25e69c4d96d5f4cef4d7d24b6b1986317b71b65ca5191ae2,-1,0,0,-1,-1,,,0,-1,-1
02/01,75d3ca23ad3c57c32bd246e30ce83634ecfd6e5290b82e73c62c6583a6061e39,CIV.1.,123.426,2,2.146,26223,5.30393,-3.965,50697,1,8
02/01,75f097c3fe9a603b88e54a34b79a58f8cd44a2f85369436db1dc71c5a176d2ad,-1,0.263,0,-1,-1,,,68354,-1,-1
02/01,7616249650232e74c19cc86e7772e1eb446bcf0f45975ea3ce2670cd85f3c03d,CIV.1.,41.26,2,7.409,29000,5.36957,-4.07043,56137,1,8
02/01,766f38226d24b5b7b057c39cc21c844ae0f4255a796a348f7ab5f59aa5cc9ff3,CIV.1.,7.409,1,0,60335,5.38055,-3.97156,61085,1,8
02/01,768d0f2a745af699cf28f735ee269fcb5de196cdbe43883d7c2821a8200318e1,CIV.7.,15.297,2,30.171,4169,5.66838,-3.76598,127214,0,6
02/01,76cbf82166d0addf5d8da659f3decd8f1eb8122e83cd591b1f0dc07de0d4fcb5,CIV.1.,7.123,3,1.744,52209,5.39494,-3.98138,68626,1,8
02/01,772b51df5540615663510f02e2b60154b69540008d3f49d377bdec1ac83097f6,-1,0,0,-1,-1,,,0,-1,-1
02/01,777d87e314847fb30838062b682bbe8bb62e7815d4cfa6942e2002a41d2c0304,CIV.8.,1.778,1,0,6484,7.4107,-7.55265,37542,1,8
02/01,77837ad40e4b91c188651dab88beadcaf4b3ef67e6c7a7953b3d5fa298bcd1d1,-1,1.899,0,-1,-1,,,3416,-1,-1
02/01,789f6321b8c735ce2b88f04587e38c1d2e380a8ff6ab87a75a9c9af49c05f224,-1,7.015,0,-1,-1,,,62760,-1,-1
02/01,78ff9a330a2943caae3cb8e9b940f4383f731a5b50b30e7e9167316512384a17,-1,0.193,0,-1,-1,,,3473,-1,-1
02/01,790247d8d68b63b069023bc0367d753eb02941474ba5a20cfabb1113a4b03b9e,-1,0.081,0,-1,-1,,,111,-1,-1
02/01,79572539d64b1673476202a1597142a3f69b014baccb0a1cf0e79de8aaf3db34,CIV.1.,55.008,5,6.912,7314,5.3438,-4.08775,60789,1,8
02/01,799e8a24bbe2d930dee92ccc82108383cf8817085d78a6aca3ac8f620c641f6c,-1,0,0,-1,-1,,,0,-1,-1
02/01,79fd1bd02cd9309d0da28d1ba6e1da3bc2e8e905d705fa9257764aa993c9b39a,CIV.11.,9.392,1,0,826,7.72007,-5.02909,2180,1,7
02/01,7a1123b4ef148320af2f3b5b51e047050634e9b34df76fb127fb9c9ea5a920ff,-1,0,0,-1,-1,,,0,-1,-1
02/01,7aeb13b0666e39f361ad7de393e5fcf1f272d3b903d500eb49f0ca218d5bfd7f,-1,0,0,-1,-1,,,0,-1,-1
02/01,7b00bef8aee95496ecee8a8ab3f7dc1ead4d22c6d0bcedfa9f795228eb863b98,CIV.1.,84.01,4,11.338,11839,5.40253,-3.99353,60846,1,8
02/01,7bac163cf53e71f856e20bd2929b23687b977a06587df9191e3cc0412d7c8e88,CIV.1.,9.17,1,0,45347,5.37506,-3.97156,68593,1,8
02/01,7bbadba94761bdba853392b10af587bb7c32ef6658d5f48103718073096467ac,CIV.1.,27.079,1,0,46219,5.39703,-3.97156,80790,1,8
